"state","district","idp_settlement","breadwinner","enough_water","enough_water.drinking","enough_water.cooking","enough_water.personal_hygiene_","enough_water.other__domestic_purposes_","enough_water.not_enough_water_","enough_water.dontknow","child_thin","latrine_features","latrine_features.door","latrine_features.walls_","latrine_features.lock","latrine_features.inside","latrine_features.outside","latrine_features.marked","latrine_features.close","latrine_features.access","latrine_features.soap","females_18_40","enrolled_boys_6_12","resp_gender","district_idp"
"Somaliland","borama","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Hirshabelle","belet_weyne","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","gebiley","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","taleex","yes","adult_male","cooking personal_hygiene_ drinking other__domestic_purposes_",1,1,1,1,0,0,"no","door lock walls_",1,1,1,0,0,0,0,0,0,1,2,"female",""
"Galmudug","dhuusamarreeb","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"male",""
"South West State","waajid","no","adult_male","drinking",1,0,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Jubaland","baardheere","no","adult_female","drinking",1,0,0,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","afgooye","no","eldery_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female","sakow"
"Somaliland","caynabo","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Somaliland","lughaye","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,"male",""
"Galmudug","gaalkacyo","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Banadir","banadir_daynile","yes","adult_female","cooking drinking",1,1,0,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Hirshabelle","belet_weyne","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Puntland","bossaso","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,1,"male",""
"Banadir","banadir_daynile","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Banadir","banadir_hc","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Puntland","bandarbayla","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,0,NA,"female",""
"Galmudug","hobyo","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","lock walls_ door",1,1,1,0,0,0,0,0,0,1,1,"male",""
"Hirshabelle","belet_weyne","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,0,NA,"male",""
"Banadir","banadir_dharkenley","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock inside",1,1,1,1,0,0,0,0,0,1,NA,"male",""
"South West State","baidoa","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female","baidoa"
"Jubaland","kismayo","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"male","jamaame"
"Somaliland","baki","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_ lock door",1,1,1,0,0,0,0,0,0,1,1,"male",""
"Somaliland","sheikh","no","adult_female","cooking drinking not_enough_water_",1,1,0,0,1,0,"no","walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","belet_xaawo","no","adult_male","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"no","walls_ door lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","laas_caanood","no","eldery_male","cooking drinking",1,1,0,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"male",""
"Jubaland","badhaadhe","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","owdweyne","no","adult_female","drinking cooking not_enough_water_",1,1,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","burco","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Somaliland","hargeysa","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door lock walls_",1,1,1,0,0,0,0,0,0,2,2,"female",""
"Somaliland","burco","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"South West State","buur_hakaba","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,2,"male",""
"Banadir","banadir_hc","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Hirshabelle","belet_weyne","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","lock door",1,1,1,0,0,0,0,0,0,1,NA,"female","buaale"
"Galmudug","hobyo","yes","adult_male","cooking",0,1,0,0,0,0,"yes","inside door walls_",1,1,0,1,0,0,0,0,0,0,NA,"female",""
"Hirshabelle","jowhar","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"","lock door",1,1,1,0,0,0,0,0,0,5,NA,"male","jowhar"
"Puntland","burtinle","yes","adult_male","cooking personal_hygiene_ other__domestic_purposes_",0,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Galmudug","gaalkacyo","yes","adult_female","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female","boondheere"
"Somaliland","berbera","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","inside",0,0,0,1,0,0,0,0,0,0,NA,"female",""
"Banadir","banadir_hc","no","adult_male","drinking",1,0,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"male",""
"Somaliland","owdweyne","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Somaliland","gebiley","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","walls_",0,1,0,0,0,0,0,0,0,1,NA,"female","gebiley"
"Banadir","banadir_hodan","yes","adult_male","drinking cooking",1,1,0,0,0,0,"yes","door",1,1,0,0,0,0,0,0,0,1,NA,"male","jowhar"
"Galmudug","hobyo","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Puntland","bandarbayla","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"female",""
"Somaliland","hargeysa","yes","adult_male","personal_hygiene_ cooking drinking",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Hirshabelle","belet_weyne","no","adult_male","cooking drinking",1,1,0,0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","laas_caanood","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"female",""
"South West State","buur_hakaba","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","garbahaarey","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","wanla_weyn","yes","eldery_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"male","wanla_weyn"
"South West State","baidoa","no","adult_female","personal_hygiene_ cooking",0,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","berbera","no","adult_male","cooking drinking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"male",""
"Galmudug","gaalkacyo","no","adult_male","drinking personal_hygiene_ other__domestic_purposes_ cooking",1,1,1,1,0,0,"no","door walls_ lock inside outside",1,1,1,1,1,0,0,0,0,1,NA,"male",""
"Jubaland","luuq","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","lock walls_ door",1,1,1,0,0,0,0,0,0,1,1,"male",""
"Somaliland","gebiley","yes","adult_female","drinking cooking",1,1,0,0,0,0,"yes","close",0,0,0,0,0,0,1,0,0,1,NA,"female",""
"Jubaland","marka","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"male",""
"Somaliland","xudun","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Jubaland","qoryooley","no","adult_male","other__domestic_purposes_",0,0,0,1,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Somaliland","ceerigaabo","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","ceerigaabo"
"Somaliland","owdweyne","no","eldery_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Puntland","bossaso","yes","eldery_female","drinking cooking personal_hygiene_ other__domestic_purposes_ not_enough_water_",1,1,1,1,1,0,"yes","close",0,0,0,0,0,0,1,0,0,1,NA,"female",""
"Jubaland","afmadow","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","borama","no","adult_male","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","xudun","yes","adult_male","cooking drinking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","afgooye","yes","adult_female","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","taleex","no","adult_male","cooking personal_hygiene_ other__domestic_purposes_ drinking",1,1,1,1,0,0,"no","walls_ door lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Galmudug","cadaado","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","walls_",0,1,0,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","hobyo","no","adult_female","cooking drinking",1,1,0,0,0,0,"no","lock walls_ door",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","taleex","yes","eldery_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Jubaland","wanla_weyn","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Jubaland","qoryooley","no","eldery_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Somaliland","owdweyne","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","owdweyne"
"Banadir","banadir_hodan","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female","ceel_dheer"
"Hirshabelle","belet_weyne","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_ not_enough_water_",1,1,1,1,1,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Somaliland","taleex","no","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","berbera","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,2,NA,"female",""
"Banadir","banadir_dharkenley","yes","adult_male","personal_hygiene_ cooking",0,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Jubaland","wanla_weyn","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"South West State","ceel_barde","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Puntland","iskushuban","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"South West State","ceel_barde","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Hirshabelle","belet_weyne","no","adult_male","drinking",1,0,0,0,0,0,"","door walls_ inside lock outside",1,1,1,1,1,0,0,0,0,0,NA,"male",""
"South West State","ceel_barde","no","adult_female","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","marka","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","laas_caanood","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"female","laas_caanood"
"Jubaland","afmadow","no","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock close soap",1,1,1,0,0,0,1,0,1,1,1,"female",""
"Galmudug","gaalkacyo","no","adult_female","cooking drinking",1,1,0,0,0,0,"no","walls_ lock door",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Puntland","eyl","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door outside inside",1,1,0,1,1,0,0,0,0,1,NA,"female",""
"Jubaland","belet_xaawo","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door outside inside",1,1,0,1,1,0,0,0,0,1,NA,"female",""
"Jubaland","baardheere","no","adult_female","drinking",1,0,0,0,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Somaliland","zeylac","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"South West State","xudur","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","ceel_waaq","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","lock inside walls_",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Galmudug","gaalkacyo","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ inside lock close soap",1,1,1,1,0,0,1,0,1,1,NA,"male",""
"Somaliland","ceerigaabo","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"South West State","waajid","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Jubaland","afgooye","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,0,"female",""
"Somaliland","buuhoodle","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"male",""
"South West State","buur_hakaba","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door inside",1,1,0,1,0,0,0,0,0,1,1,"male",""
"Somaliland","zeylac","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,2,NA,"female",""
"Galmudug","galdogob","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female","galdogob"
"Banadir","banadir_dharkenley","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"female",""
"Somaliland","owdweyne","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Galmudug","cadaado","no","adult_male","personal_hygiene_ other__domestic_purposes_",0,0,1,1,0,0,"no","walls_",0,1,0,0,0,0,0,0,0,1,NA,"female","cadaado"
"Galmudug","jariiban","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,1,"female",""
"Somaliland","burco","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_",1,1,0,0,0,0,0,0,0,0,NA,"female",""
"Jubaland","doolow","no","adult_male","cooking drinking other__domestic_purposes_",1,1,0,1,0,0,"no","inside",0,0,0,1,0,0,0,0,0,1,NA,"male",""
"Somaliland","borama","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","door walls_ lock close",1,1,1,0,0,0,1,0,0,1,NA,"female",""
"Galmudug","hobyo","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","walls_ door",1,1,0,0,0,0,0,0,0,1,1,"male",""
"Somaliland","burco","yes","eldery_female","other__domestic_purposes_ not_enough_water_",0,0,0,1,1,0,"no","door walls_",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Hirshabelle","jowhar","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male","jowhar"
"Somaliland","ceel_afweyn","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","door lock",1,1,1,0,0,0,0,0,0,1,NA,"female","caynabo"
"Jubaland","afmadow","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","inside lock outside",1,1,1,1,1,0,0,0,0,1,NA,"female",""
"Somaliland","ceel_afweyn","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","ceel_afweyn"
"Jubaland","belet_xaawo","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,2,2,"male",""
"Somaliland","buuhoodle","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_ door lock soap",1,1,1,0,0,0,0,0,1,1,NA,"female",""
"Somaliland","buuhoodle","yes","adult_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"male",""
"Somaliland","berbera","yes","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock inside outside",1,1,1,1,1,0,0,0,0,0,1,"female",""
"South West State","waajid","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","walls_ lock door",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","dhuusamarreeb","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","marked inside",0,0,0,1,0,1,0,0,0,1,NA,"male",""
"Galmudug","cadaado","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","lock inside marked",1,1,1,1,0,1,0,0,0,1,NA,"female",""
"Somaliland","caynabo","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"South West State","ceel_barde","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female","xudur"
"Somaliland","sheikh","no","adult_male","cooking",0,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"male",""
"Somaliland","lughaye","no","adult_male","cooking drinking",1,1,0,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Galmudug","galdogob","no","adult_female","cooking drinking",1,1,0,0,0,0,"no","lock walls_ door",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Galmudug","dhuusamarreeb","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","taleex","no","adult_female","not_enough_water_",0,0,0,0,1,0,"no","door walls_ lock close",1,1,1,0,0,0,1,0,0,1,1,"female","taleex"
"Somaliland","laas_caanood","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","door walls_ lock",1,1,1,0,0,0,0,0,0,2,1,"female",""
"Somaliland","borama","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"South West State","baidoa","yes","adult_male","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Somaliland","sheikh","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock inside outside marked",1,1,1,1,1,1,0,0,0,0,1,"male",""
"Hirshabelle","belet_weyne","yes","eldery_male","cooking personal_hygiene_",0,1,1,0,0,0,"no","walls_ lock",1,1,1,0,0,0,0,0,0,2,NA,"male",""
"Somaliland","ceerigaabo","yes","adult_male","drinking personal_hygiene_ cooking",1,1,1,0,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","berbera","no","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,3,NA,"female",""
"Somaliland","lughaye","yes","adult_female","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"female",""
"Somaliland","baki","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"","walls_ door lock inside",1,1,1,1,0,0,0,0,0,0,NA,"male",""
"Somaliland","burco","no","adult_male","cooking drinking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door marked",1,1,0,0,0,1,0,0,0,2,NA,"female",""
"Somaliland","laasqoray","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"no","door",1,1,0,0,0,0,0,0,0,1,NA,"male",""
"Somaliland","xudun","no","adult_female","drinking cooking",1,1,0,0,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,0,NA,"female",""
"Somaliland","zeylac","no","adult_male","cooking drinking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"female",""
"Jubaland","ceel_waaq","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"male",""
"South West State","buur_hakaba","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Jubaland","wanla_weyn","yes","adult_female","personal_hygiene_ not_enough_water_",0,0,1,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"female",""
"Banadir","banadir_hc","no","adult_female","cooking drinking personal_hygiene_",1,1,1,0,0,0,"no","lock inside outside",1,1,1,1,1,0,0,0,0,2,1,"female","wadajir"
"Galmudug","hobyo","no","adult_male","not_enough_water_",0,0,0,0,1,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"male",""
"Somaliland","borama","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Jubaland","wanla_weyn","yes","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"female",""
"Banadir","banadir_daynile","yes","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"yes","door marked",1,1,0,0,0,1,0,0,0,1,NA,"male","baidoa"
"South West State","buur_hakaba","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","lock walls_ door",1,1,0,0,0,0,0,0,0,1,NA,"female",""
"Puntland","bossaso","no","adult_female","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock inside outside",1,1,1,1,1,0,0,0,0,1,NA,"female",""
"South West State","buur_hakaba","no","adult_male","drinking cooking personal_hygiene_",1,1,1,0,0,0,"","walls_ door",1,1,0,0,0,0,0,0,0,0,NA,"male",""
"Jubaland","belet_xaawo","no","adult_male","drinking cooking personal_hygiene_ other__domestic_purposes_",1,1,1,1,0,0,"no","door walls_ lock",1,1,1,0,0,0,0,0,0,1,NA,"female",""
"Jubaland","qoryooley","no","eldery_male","drinking cooking",1,1,0,0,0,0,"no","marked",0,0,0,0,0,1,0,0,0,1,1,"male",""
"Hirshabelle","belet_weyne","yes","adult_female","personal_hygiene_ cooking",0,1,1,0,0,0,"no","inside lock",1,1,1,1,0,0,0,0,0,1,NA,"female",""
"Banadir","banadir_other","yes","eldery_male","dontknow",0,0,0,0,0,1,"no","walls_ outside",0,1,0,0,1,0,0,0,0,1,NA,"male",""
